"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||4||6|Day(s)|Spray, unspecified|No substrate|Lab|'7-8|Active ingredient||1.04||NR||NR|AI ug/g bdwt|||||||||||||||||Mortality|Mortality|LD50||1.04||NR||NR|||AI ug/g bdwt|Not reported||2||NR||NR|Day(s)|Zhu,Y.C., J. Adamczyk, T. Rinderer, J. Yao, R. Danka, R. Luttrell, and J. Gore|180995|Spray Toxicity and Risk Potential of 42 Commonly Used Formulations of Row Crop Pesticides to Adult Honey Bees (Hymenoptera: Apidae)|J. Econ. Entomol.108(6): 2640-2647|2015|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||4||6|Day(s)|Spray, unspecified|No substrate|Lab|'7-8|Active ingredient||0.13||NR||NR|AI ug/org|||||||||||||||||Mortality|Mortality|LD50||0.13||NR||NR|||AI ug/org|Not reported||2||NR||NR|Day(s)|Zhu,Y.C., J. Adamczyk, T. Rinderer, J. Yao, R. Danka, R. Luttrell, and J. Gore|180995|Spray Toxicity and Risk Potential of 42 Commonly Used Formulations of Row Crop Pesticides to Adult Honey Bees (Hymenoptera: Apidae)|J. Econ. Entomol.108(6): 2640-2647|2015|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||4||6|Day(s)|Spray, unspecified|No substrate|Lab|'7-8|Formulation||0.91||NR||NR|ug/bee|||||||||||||||||Mortality|Mortality|LD50||0.91||NR||NR|||ug/bee|Not reported||2||NR||NR|Day(s)|Zhu,Y.C., J. Adamczyk, T. Rinderer, J. Yao, R. Danka, R. Luttrell, and J. Gore|180995|Spray Toxicity and Risk Potential of 42 Commonly Used Formulations of Row Crop Pesticides to Adult Honey Bees (Hymenoptera: Apidae)|J. Econ. Entomol.108(6): 2640-2647|2015|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||14.7||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Dermal|Not coded|Lab|NC|Formulation||0.03||0.024||0.038|ug/bee|||||||||||||||||Mortality|Mortality|LD50||0.03||0.024||0.038|||ug/bee|Not coded||2||NR||NR|Day(s)|U.S.Environmental Protection Agency|184644|Pesticide Ecotoxicity Database: Bee Studies|Contact: Nicholas Mastrota - Email: mastrota.nicholas@epa.gov:|2020|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||100||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Dermal|Not coded|Lab|NC|Active ingredient||0.0061||0.005||0.0074|AI ug/org|||||||||||||||||Mortality|Mortality|LD50||0.0061||0.005||0.0074|||AI ug/org|Not coded||2||NR||NR|Day(s)|U.S.Environmental Protection Agency|184644|Pesticide Ecotoxicity Database: Bee Studies|Contact: Nicholas Mastrota - Email: mastrota.nicholas@epa.gov:|2020|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||100||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Dermal|Not coded|Lab|NC|Active ingredient|<|0.0013|||||AI ug/org|||||||||||||||||Mortality|Mortality|NOEL|<|0.0013|||||||AI ug/org|Not coded||2||NR||NR|Day(s)|U.S.Environmental Protection Agency|184644|Pesticide Ecotoxicity Database: Bee Studies|Contact: Nicholas Mastrota - Email: mastrota.nicholas@epa.gov:|2020|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||14.7||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Dermal|Not coded|Lab|NC|Formulation||0.0063|||||ug/bee|||||||||||||||||Mortality|Mortality|NOEL||0.0063|||||||ug/bee|Not coded||2||NR||NR|Day(s)|U.S.Environmental Protection Agency|184644|Pesticide Ecotoxicity Database: Bee Studies|Contact: Nicholas Mastrota - Email: mastrota.nicholas@epa.gov:|2020|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Balaustium medicagoense|Mite|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Lab|10|Formulation||3.469||2.407||4.970|mg/L|||||||||||||||||Mortality|Mortality|LD50||3.469||2.407||4.970|||mg/L|Not reported||.3333||NR||NR|Day(s)|Umina,P.A., A.L. Arthur, S.A. McColl, A.A. Hoffmann, and J.M.K. Roberts|120008|Selective Control of Mite and Collembolan Pests of Pastures and Grain Crops in Australia|Crop Prot.29(2): 190-196|2010|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Bryobia sp.|Mite|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Lab|10|Formulation||1.154||0.719||1.859|mg/L|||||||||||||||||Mortality|Mortality|LD50||1.154||0.719||1.859|||mg/L|Not reported||.3333||NR||NR|Day(s)|Umina,P.A., A.L. Arthur, S.A. McColl, A.A. Hoffmann, and J.M.K. Roberts|120008|Selective Control of Mite and Collembolan Pests of Pastures and Grain Crops in Australia|Crop Prot.29(2): 190-196|2010|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Chrysoperla externa|Green Lacewing|Insects/Spiders|Pupa||24||NR||NR|Hour(s)|Spray, unspecified|Not reported|Lab|2|Active ingredient||0.001/||NR/||NR/|AI L/ha|||||||||||||||||Reproduction|Fertility|NOEL||0.001/||NR/||NR/|||AI L/ha|Not reported||17||NR||NR|Day(s) post-emergence|Pasini,R., A. Grutzmacher, J. De Bastos Pazini, F. De Armas, F. Bueno, and S. Pires|182799|Side Effects of Insecticides Used in Wheat Crop on Eggs and Pupae of Chrysoperla externa and Eriopis connexa|Phytoparasitica46(1): 115-125|2018|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Chrysoperla externa|Green Lacewing|Insects/Spiders|Egg||24||NR||NR|Hour(s)|Spray, unspecified|Not reported|Lab|2|Active ingredient||0.001/||NR/||NR/|AI L/ha|||||||||||||||||Reproduction|Viability|NOEL||0.001/||NR/||NR/|||AI L/ha|Not reported||NR||NR||NR|Until hatch|Pasini,R., A. Grutzmacher, J. De Bastos Pazini, F. De Armas, F. Bueno, and S. Pires|182799|Side Effects of Insecticides Used in Wheat Crop on Eggs and Pupae of Chrysoperla externa and Eriopis connexa|Phytoparasitica46(1): 115-125|2018|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Chrysoperla externa|Green Lacewing|Insects/Spiders|Pupa||24||NR||NR|Hour(s)|Spray, unspecified|Not reported|Lab|2|Active ingredient||0.001/||NR/||NR/|AI L/ha|||||||||||||||||Reproduction|Fecundity|NOEL||0.001/||NR/||NR/|||AI L/ha|Not reported||17||NR||NR|Day(s) post-emergence|Pasini,R., A. Grutzmacher, J. De Bastos Pazini, F. De Armas, F. Bueno, and S. Pires|182799|Side Effects of Insecticides Used in Wheat Crop on Eggs and Pupae of Chrysoperla externa and Eriopis connexa|Phytoparasitica46(1): 115-125|2018|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Chrysoperla externa|Green Lacewing|Insects/Spiders|Pupa||24||NR||NR|Hour(s)|Spray, unspecified|Not reported|Lab|2|Active ingredient||0.001/||NR/||NR/|AI L/ha|||||||||||||||||Reproduction|Viability|NOEL||0.001/||NR/||NR/|||AI L/ha|Not reported||NR||NR||NR|Emergence|Pasini,R., A. Grutzmacher, J. De Bastos Pazini, F. De Armas, F. Bueno, and S. Pires|182799|Side Effects of Insecticides Used in Wheat Crop on Eggs and Pupae of Chrysoperla externa and Eriopis connexa|Phytoparasitica46(1): 115-125|2018|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Chrysoperla externa|Green Lacewing|Insects/Spiders|Pupa||24||NR||NR|Hour(s)|Spray, unspecified|Not reported|Lab|2|Active ingredient||0.001/||NR/||NR/|AI L/ha|||||||||||||||||Reproduction|Hatch|NR||0.001/||NR/||NR/|||AI L/ha|Not reported||NR||NR||NR|Until hatch|Pasini,R., A. Grutzmacher, J. De Bastos Pazini, F. De Armas, F. Bueno, and S. Pires|182799|Side Effects of Insecticides Used in Wheat Crop on Eggs and Pupae of Chrysoperla externa and Eriopis connexa|Phytoparasitica46(1): 115-125|2018|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Chrysoperla externa|Green Lacewing|Insects/Spiders|Pupa||24||NR||NR|Hour(s)|Spray, unspecified|Not reported|Lab|2|Active ingredient||0.001/||NR/||NR/|AI L/ha|||||||||||||||||Development|Emergence|NR||0.001/||NR/||NR/|||AI L/ha|Not reported||NR||NR||NR|Emergence|Pasini,R., A. Grutzmacher, J. De Bastos Pazini, F. De Armas, F. Bueno, and S. Pires|182799|Side Effects of Insecticides Used in Wheat Crop on Eggs and Pupae of Chrysoperla externa and Eriopis connexa|Phytoparasitica46(1): 115-125|2018|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Cnaphalocrocis medinalis|Rice Leaf Folder Moth|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|Litter|Field natural|2|Formulation||75/||NR/||NR/|ml/acre|||||||||||||||||Population|Abundance|LOEL||75/||NR/||NR/|||ml/acre|Not reported||7||NR||NR|Day(s)|Haider,I., M. Akhter, and A.M. Sabir|184239|Evaluation of Different Insecticides Against Rice Leaffolder Cnaphalocrocis medinalis (Guenee) Under Field Conditions|Pak. J. Zool.46(5): 1458-1461|2014|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Coleoptera|Beetle Order|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, aerial|No substrate|Field natural|2|Active ingredient||20/||NR/||NR/|AI g/ha|||||||||||||||||Population|Abundance|NOEL||20/||NR/||NR/|||AI g/ha|Not reported||NR||36||57|Day(s)|Beuzelin,J.M., W. Akbar, A. Meszaros, F.P.F. Reay-Jones, and T.E. Reagan|155393|Field Assessment of Novaluron for Sugarcane Borer, Diatraea saccharalis (F.) (Lepidoptera: Crambidae), Management in Louisiana Sugarcane|Crop Prot.29(10): 1168-1176|2010|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||100.0||NR||NR|Colinus virginianus|Northern Bobwhite Quail|Birds; Standard Test Species|Not coded||13||NR||NR|Day(s)|Food|No substrate|Lab|NC|Active ingredient||2794||2147||3998|ppm|||||||||||||||||Mortality|Mortality|LC50||2794||2147||3998|||ppm|Not coded||8||NR||NR|Day(s)|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||100.0||NR||NR|Colinus virginianus|Northern Bobwhite Quail|Birds; Standard Test Species|Not coded||21||NR||NR|Week(s)|Oral via capsule|No substrate|Lab|NC|Active ingredient|>|2000||NR||NR|mg/kg org|||||||||||||||||Mortality|Mortality|LD50|>|2000||NR||NR|||mg/kg org|Not coded||14||NR||NR|Day(s)|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||14.7||NR||NR|Colinus virginianus|Northern Bobwhite Quail|Birds; Standard Test Species|Not coded||23||NR||NR|Week(s)|Oral via capsule|No substrate|Lab|NC|Formulation|>|2000||NR||NR|mg/kg org|||||||||||||||||Mortality|Mortality|LD50|>|2000||NR||NR|||mg/kg org|Not coded||14||NR||NR|Day(s)|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||100.0||NR||NR|Colinus virginianus|Northern Bobwhite Quail|Birds; Standard Test Species|Not coded||13||NR||NR|Day(s)|Food|No substrate|Lab|NC|Active ingredient||617||NR||NR|ppm|||||||||||||||||Mortality|Mortality|NOEL||617||NR||NR|||ppm|Not coded||8||NR||NR|Day(s)|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
