"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aedes nigromaculis|Mosquito|Insects/Spiders|Adult||NR||NR||NR|Not reported|Spray, aerial|No substrate|Field natural|2|Active ingredient||0.05||NR||NR|AI lb/acre|||||||||||||||||Population|Abundance|NR||0.05||NR||NR|||AI lb/acre|Not reported||.75||NR||NR|Day(s)|Lewallen,L.L., and J.P. Stewart|16199|Field Evaluation of SD43775, a New Synthetic Pyrethroid, for Mosquito Control|Proc. Pap. Annu. Conf. Calif. Mosq. Vector Control Assoc.:141-142|1977|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agromyza frontella|Alfalfa Blotch Leaf Miner|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, unspecified|No substrate|Field natural|2|Active ingredient||0.15/||NR/||NR/|AI kg/ha|||||||||||||||||Population|Abundance|LOEL||0.15/||NR/||NR/|||AI kg/ha|Not reported||55||NR||NR|Day(s)|Thompson,L.S.|99781|Field Evaluation of Insecticides for Control of the Alfalfa Blotch Leafminer and Its Effect on Alfalfa Yield in Prince Edward Island|J. Econ. Entomol.74(3): 363-365|1981|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agromyza frontella|Alfalfa Blotch Leaf Miner|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, unspecified|No substrate|Field natural|3|Active ingredient||0.075||NR||NR|AI kg/ha|||||||||||||||||Population|Abundance|LOEL||0.075||NR||NR|||AI kg/ha|Not reported|<=|1||NR||NR|Growing season|Thompson,L.S.|99781|Field Evaluation of Insecticides for Control of the Alfalfa Blotch Leafminer and Its Effect on Alfalfa Yield in Prince Edward Island|J. Econ. Entomol.74(3): 363-365|1981|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agromyza frontella|Alfalfa Blotch Leaf Miner|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, unspecified|No substrate|Field natural|2|Active ingredient||0.04/||NR/||NR/|AI kg/ha|||||||||||||||||Population|Abundance|LOEL||0.04/||NR/||NR/|||AI kg/ha|Not reported|<=|1||NR||NR|Growing season|Thompson,L.S.|99781|Field Evaluation of Insecticides for Control of the Alfalfa Blotch Leafminer and Its Effect on Alfalfa Yield in Prince Edward Island|J. Econ. Entomol.74(3): 363-365|1981|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis flammatra|Gram Cutworm|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Dusted|No substrate|Field natural|2|Active ingredient||0.1/||NR/||NR/|AI kg/ha|||||||||||||||||Population|Abundance|LOEL||0.1/||NR/||NR/|||AI kg/ha|Not reported||2||NR||NR|Day(s)|Ombir, R. Chauhan, G.R. Batra, and K.S. Khokhar|158654|Instant and Effective Chemical Control of Gram Cutworm on Chickpea|Pesticides 23(8): 42-44|1989|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis flammatra|Gram Cutworm|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|2|Formulation||0.008/||NR/||NR/|%|||||||||||||||||Population|Abundance|LOEL||0.008/||NR/||NR/|||%|Not reported||5||NR||NR|Day(s)|Ombir, R. Chauhan, G.R. Batra, and K.S. Khokhar|158654|Instant and Effective Chemical Control of Gram Cutworm on Chickpea|Pesticides 23(8): 42-44|1989|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis flammatra|Gram Cutworm|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Dusted|No substrate|Field natural|2|Active ingredient||0.1/||NR/||NR/|AI kg/ha|||||||||||||||||Population|Abundance|LOEL||0.1/||NR/||NR/|||AI kg/ha|Not reported||5||NR||NR|Day(s)|Ombir, R. Chauhan, G.R. Batra, and K.S. Khokhar|158654|Instant and Effective Chemical Control of Gram Cutworm on Chickpea|Pesticides 23(8): 42-44|1989|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis flammatra|Gram Cutworm|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|2|Formulation||0.008/||NR/||NR/|%|||||||||||||||||Population|Abundance|LOEL||0.008/||NR/||NR/|||%|Not reported||2||NR||NR|Day(s)|Ombir, R. Chauhan, G.R. Batra, and K.S. Khokhar|158654|Instant and Effective Chemical Control of Gram Cutworm on Chickpea|Pesticides 23(8): 42-44|1989|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis ipsilon|Cutworm|Insects/Spiders|Larva||NR||4||5|Instar|Spray, unspecified|No substrate|Field natural|3|Active ingredient||NR||70||140|AI g/ha|||||||||||||||||Mortality|Mortality|NR||NR||70||140|||AI g/ha|Not reported||3||NR||NR|Day(s)|Harris,C.R., H.J. Svec, and R.A. Chapman|49992|Potential of Pyrethroid Insecticides for Cutworm Control|J. Econ. Entomol.71(4): 692-696|1978|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Agrotis ipsilon|Cutworm|Insects/Spiders|Larva||3||NR||NR|Instar|Spray, unspecified|Mineral soil|Lab|5|Active ingredient||NR||0.001||1|%|||||||||||||||||Mortality|Mortality|NR||NR||0.001||1|||%|Not reported||2||NR||NR|Day(s)|Harris,C.R., H.J. Svec, and R.A. Chapman|49992|Potential of Pyrethroid Insecticides for Cutworm Control|J. Econ. Entomol.71(4): 692-696|1978|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Agrotis ipsilon|Cutworm|Insects/Spiders|Larva||3||NR||NR|Instar|Spray, unspecified|Mineral soil|Lab|5|Active ingredient||0.01||NR||NR|%|||||||||||||||||Mortality|Mortality|NR-LETH||0.01||NR||NR|||%|Not reported||2||NR||NR|Day(s)|Harris,C.R., H.J. Svec, and R.A. Chapman|49992|Potential of Pyrethroid Insecticides for Cutworm Control|J. Econ. Entomol.71(4): 692-696|1978|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Agrotis orthogonia|Pale Western Cutworm|Insects/Spiders|Larva||5||NR||NR|Stage|Food|No substrate|Lab|'6-10|Active ingredient||0.81||0.65||1.01|ug/g bdwt|||||||||||||||||Mortality|Mortality|LD50||0.81||0.65||1.01|||ug/g bdwt|Not reported||1||NR||NR|Day(s)|McDonald,S.|153533|Evaluation of Organophosphorus and Pyrethroid Insecticides for Control of the Pale Western Cutworm|J. Econ. Entomol.74(1): 45-48|1981|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Agrotis orthogonia|Pale Western Cutworm|Insects/Spiders|Larva||5||NR||NR|Stage|Topical, general|No substrate|Lab|'6-10|Active ingredient||0.40||0.33||0.49|ug/g bdwt|||||||||||||||||Mortality|Mortality|LD50||0.40||0.33||0.49|||ug/g bdwt|Not reported||1||NR||NR|Day(s)|McDonald,S.|153533|Evaluation of Organophosphorus and Pyrethroid Insecticides for Control of the Pale Western Cutworm|J. Econ. Entomol.74(1): 45-48|1981|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Agrotis orthogonia|Pale Western Cutworm|Insects/Spiders|Larva||5||NR||NR|Stage|Topical, general|No substrate|Lab|'6-10|Active ingredient||1.05||0.79||1.70|ug/g bdwt|||||||||||||||||Mortality|Mortality|LD95||1.05||0.79||1.70|||ug/g bdwt|Not reported||1||NR||NR|Day(s)|McDonald,S.|153533|Evaluation of Organophosphorus and Pyrethroid Insecticides for Control of the Pale Western Cutworm|J. Econ. Entomol.74(1): 45-48|1981|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Agrotis orthogonia|Pale Western Cutworm|Insects/Spiders|Larva||5||NR||NR|Stage|Food|No substrate|Lab|'6-10|Active ingredient||3.13||2.18||5.77|ug/g bdwt|||||||||||||||||Mortality|Mortality|LD95||3.13||2.18||5.77|||ug/g bdwt|Not reported||1||NR||NR|Day(s)|McDonald,S.|153533|Evaluation of Organophosphorus and Pyrethroid Insecticides for Control of the Pale Western Cutworm|J. Econ. Entomol.74(1): 45-48|1981|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis orthogonia|Pale Western Cutworm|Insects/Spiders|Larva||6||NR||NR|Stage|Spray, unspecified|Natural soil|Lab|4|Formulation||0.07||NR||NR|kg/ha|||||||||||||||||Mortality|Mortality|LOEL||0.07||NR||NR|||kg/ha|Not reported||2||NR||NR|Day(s)|McDonald,S.|153533|Evaluation of Organophosphorus and Pyrethroid Insecticides for Control of the Pale Western Cutworm|J. Econ. Entomol.74(1): 45-48|1981|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis orthogonia|Pale Western Cutworm|Insects/Spiders|Larva||6||NR||NR|Stage|Spray, unspecified|Natural soil|Lab|4|Formulation||0.07||NR||NR|kg/ha|||||||||||||||||Mortality|Mortality|LOEL||0.07||NR||NR|||kg/ha|Not reported||2||NR||NR|Day(s)|McDonald,S.|153533|Evaluation of Organophosphorus and Pyrethroid Insecticides for Control of the Pale Western Cutworm|J. Econ. Entomol.74(1): 45-48|1981|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis orthogonia|Pale Western Cutworm|Insects/Spiders|Larva||6||NR||NR|Stage|Spray, unspecified|Natural soil|Lab|4|Formulation||0.28||NR||NR|kg/ha|||||||||||||||||Mortality|Mortality|NR-LETH||0.28||NR||NR|||kg/ha|Not reported||2||NR||NR|Day(s)|McDonald,S.|153533|Evaluation of Organophosphorus and Pyrethroid Insecticides for Control of the Pale Western Cutworm|J. Econ. Entomol.74(1): 45-48|1981|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aleyrodidae|Whitefly Family|Insects/Spiders|Egg||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|2|Formulation||0.0125||NR||NR|%|||||||||||||||||Population|Abundance|LOEL||0.0125||NR||NR|||%|Not reported||7||NR||NR|Day(s)|Banbote,B.G., R.B. Gawande, and S.U. Satpute|153358|Efficacy of Different Synthetic and Herbal Insecticides Against the Pests of Cotton|PKV Res. J.19(2): 104-106|1995|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aleyrodidae|Whitefly Family|Insects/Spiders|Adult||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|2|Formulation||0.0125||NR||NR|%|||||||||||||||||Population|Abundance|LOEL||0.0125||NR||NR|||%|Not reported||7||NR||NR|Day(s)|Banbote,B.G., R.B. Gawande, and S.U. Satpute|153358|Efficacy of Different Synthetic and Herbal Insecticides Against the Pests of Cotton|PKV Res. J.19(2): 104-106|1995|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aleyrodidae|Whitefly Family|Insects/Spiders|Pupa||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|2|Formulation||0.0125||NR||NR|%|||||||||||||||||Population|Abundance|LOEL||0.0125||NR||NR|||%|Not reported||7||NR||NR|Day(s)|Banbote,B.G., R.B. Gawande, and S.U. Satpute|153358|Efficacy of Different Synthetic and Herbal Insecticides Against the Pests of Cotton|PKV Res. J.19(2): 104-106|1995|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Algae|Algae|Algae|Not reported||NR||NR||NR|Not reported|Direct application|Unknown soil|Lab|7|Formulation||5.0||NR||NR|kg/ha|||||||||||||||||Population|Abundance|LOEL||5.0||NR||NR|||kg/ha|Not reported||15||NR||NR|Day(s)|Megharaj,M., K. Venkateswarlu, and A.S. Rao|92908|Influence of Cypermethrin and Fenvalerate on Natural Soil Algal Populations|Ecotoxicol. Environ. Saf.12(2): 141-145|1986|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Algae|Algae|Algae|Not reported||NR||NR||NR|Not reported|Direct application|Unknown soil|Lab|7|Formulation||5.0||NR||NR|kg/ha|||||||||||||||||Population|Abundance|NOEL||5.0||NR||NR|||kg/ha|Not reported||25||NR||NR|Day(s)|Megharaj,M., K. Venkateswarlu, and A.S. Rao|92908|Influence of Cypermethrin and Fenvalerate on Natural Soil Algal Populations|Ecotoxicol. Environ. Saf.12(2): 141-145|1986|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Algae|Algae|Algae|Not reported||NR||NR||NR|Not reported|Direct application|Unknown soil|Lab|7|Formulation||2.5||NR||NR|kg/ha|||||||||||||||||Population|Abundance|NOEL||2.5||NR||NR|||kg/ha|Not reported||15||NR||NR|Day(s)|Megharaj,M., K. Venkateswarlu, and A.S. Rao|92908|Influence of Cypermethrin and Fenvalerate on Natural Soil Algal Populations|Ecotoxicol. Environ. Saf.12(2): 141-145|1986|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||20||NR||NR|Allium cepa|Common Onion|Flowers, Trees, Shrubs, Ferns; Standard Test Species|Not reported||NR||NR||NR|Not reported|Hydroponic|Hydroponic|Lab|NR|Active ingredient||14.25||NR||NR|AI mg/L|||||||||||||||||Growth|Length|EC50||14.25||NR||NR|||AI mg/L|Root||5||NR||NR|Day(s)|Chauhan,L.K.S., P.N. Saxena, and S.K. Gupta|72820|Cytogenetic Effects of Cypermethrin and Fenvalerate on the Root Meristem Cells of Allium cepa|Environ. Exp. Bot.42(3): 181-189|1999|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||20||NR||NR|Allium cepa|Common Onion|Flowers, Trees, Shrubs, Ferns; Standard Test Species|Not reported||NR||NR||NR|Not reported|Hydroponic|Hydroponic|Lab|4|Active ingredient||28||NR||NR|AI mg/L|||||||||||||||||Genetics|Mitotic index (# mitoses/total cells)|LOEL||28||NR||NR|||AI mg/L|Not reported||1||NR||NR|Day(s)|Chauhan,L.K.S., P.N. Saxena, and S.K. Gupta|72820|Cytogenetic Effects of Cypermethrin and Fenvalerate on the Root Meristem Cells of Allium cepa|Environ. Exp. Bot.42(3): 181-189|1999|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||20||NR||NR|Allium cepa|Common Onion|Flowers, Trees, Shrubs, Ferns; Standard Test Species|Not reported||NR||NR||NR|Not reported|Hydroponic|Hydroponic|Lab|4|Active ingredient||28||NR||NR|AI mg/L|||||||||||||||||Genetics|Mitotic index (# mitoses/total cells)|LOEL||28||NR||NR|||AI mg/L|Not reported||.25||NR||NR|Day(s)|Chauhan,L.K.S., P.N. Saxena, and S.K. Gupta|72820|Cytogenetic Effects of Cypermethrin and Fenvalerate on the Root Meristem Cells of Allium cepa|Environ. Exp. Bot.42(3): 181-189|1999|
51630581|4-Chloro-alpha-(1-methylethyl)benzeneacetic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||20||NR||NR|Allium cepa|Common Onion|Flowers, Trees, Shrubs, Ferns; Standard Test Species|Not reported||NR||NR||NR|Not reported|Hydroponic|Hydroponic|Lab|4|Active ingredient||28||NR||NR|AI mg/L|||||||||||||||||Genetics|Mitotic abnormalities, micronuclei|LOEL||28||NR||NR|||AI mg/L|Meristem||1||NR||NR|Day(s)|Chauhan,L.K.S., P.N. Saxena, and S.K. Gupta|72820|Cytogenetic Effects of Cypermethrin and Fenvalerate on the Root Meristem Cells of Allium cepa|Environ. Exp. Bot.42(3): 181-189|1999|
