"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aphididae|Aphid Family|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, ground|No substrate|Field natural|2|Formulation||150/||NR/||NR/|ml/ha|||||||||||||||||Population|Abundance|LOEL||150/||NR/||NR/|||ml/ha|Not reported||4||NR||NR|Day(s)|Moreby,S.J., S. Southway, A. Barker, and J.M. Holland|67223|A Comparison of the Effect of New and Established Insecticides on Nontarget Invertebrates of Winter Wheat Fields|Environ. Toxicol. Chem.20(10): 2243-2254|2001|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aphytis melinus|Red Scale Parasite|Insects/Spiders|Adult||NR||0||24|Hour(s)|Environmental, unspecified|Litter|Lab|'7-11|Active ingredient||6.503||3.429||13.451|AI g/100 L|||||||||||||||||Mortality|Mortality|LC50||6.503||3.429||13.451|||AI g/100 L|Not reported||2||NR||NR|Day(s)|Bellows,T.S.,Jr., and J.G. Morse|59334|Toxicity of Insecticides Used in Citrus to Aphytis melinus DeBach (Hymenoptera: Aphelinidae) and Rhizobius lophanthae (Blaisd.) (Coleoptera: Coccinellidae)|Can. Entomol.125(6): 987-994|1993|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Lab|5|Active ingredient||653||NR||NR|ug/eu|||||||||||||||||Mortality|Mortality|LC30||653||NR||NR|||ug/eu|Not reported||3||NR||NR|Day(s)|Melathopoulos,A.P., M.L. Winston, R. Whittington, T. Smith, C. Lindberg, A. Mukai, and M. Moore|58586|Comparative Laboratory Toxicity of Neem Pesticides to Honey Bees (Hymenoptera:  Apidae), Their Mite Parasites Varroa jacobsoni (Acari:  Varroidae) and Acarapis woodi (Acari:  Tarsonemidae), and Brood Pathogens Paenibaci|J. Econ. Entomol.93(2): 199-209|2000|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Lab|5|Active ingredient||284||209||751|ug/eu|||||||||||||||||Mortality|Mortality|LC30||284||209||751|||ug/eu|Not reported||1||NR||NR|Day(s)|Melathopoulos,A.P., M.L. Winston, R. Whittington, T. Smith, C. Lindberg, A. Mukai, and M. Moore|58586|Comparative Laboratory Toxicity of Neem Pesticides to Honey Bees (Hymenoptera:  Apidae), Their Mite Parasites Varroa jacobsoni (Acari:  Varroidae) and Acarapis woodi (Acari:  Tarsonemidae), and Brood Pathogens Paenibaci|J. Econ. Entomol.93(2): 199-209|2000|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured|>|98||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Topical, general|No substrate|Lab|9|Active ingredient||194.1||161.2||257.8|ug/org|||||||||||||||||Mortality|Mortality|LC50||194.1||161.2||257.8|||ug/org|Not reported||.1667||NR||NR|Day(s)|Gashout,H.A., and E. Guzman-Novoa|157768|Acute Toxicity of Essential Oils and Other Natural Compounds to the Parasitic Mite, Varroa destructor, and to Larval and Adult Worker Honey Bees (Apis mellifera L.)|J. Apic. Res.48(4): 263-269|2009|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||6||NR||NR|Day(s)|Environmental, unspecified|No substrate|Lab|5|Active ingredient||61.43||23.77||115.98|ppm|||||||||||||||||Mortality|Mortality|LC50||61.43||23.77||115.98|||ppm|Not reported||1||NR||NR|Day(s)|Garrido,P.M., K. Antunez, M. Martin, M.P. Porrini, P. Zunino, and M.J. Eguaras|159556|Immune-Related Gene Expression in Nurse Honey Bees (Apis mellifera) Exposed to Synthetic Acaricides|J. Insect Physiol.59(1): 113-119|2013|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||95||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||4||NR||NR|Day(s)|Topical, general|No substrate|Lab|>=5|Active ingredient||6.75||6.24||7.33|ug/org|||||||||||||||||Mortality|Mortality|LC50||6.75||6.24||7.33|||ug/org|Not reported||1||NR||NR|Day(s)|Johnson,R.M., H.S. Pollock, and M.R. Berenbaum|119503|Synergistic Interactions Between In-Hive Miticides in Apis mellifera|J. Econ. Entomol.102(2): 474-479|2009|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured|>|98||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Larva||NR||4||5|Instar|Topical, general|No substrate|Lab|9|Active ingredient||192.3||160.2||311.9|ug/org|||||||||||||||||Mortality|Mortality|LC50||192.3||160.2||311.9|||ug/org|Not reported||.1667||NR||NR|Day(s)|Gashout,H.A., and E. Guzman-Novoa|157768|Acute Toxicity of Essential Oils and Other Natural Compounds to the Parasitic Mite, Varroa destructor, and to Larval and Adult Worker Honey Bees (Apis mellifera L.)|J. Apic. Res.48(4): 263-269|2009|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||90||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult|<=|5||NR||NR|Days post-emergence|Multiple routes between application groups|No substrate|Lab|8|Active ingredient||NR|>|1000|<|2000|mg|||||||||||||||||Mortality|Mortality|LD50||NR|>|1000|<|2000|||mg|Not reported||1||NR||NR|Day(s)|Lindberg,C.M., A.P. Melathopoulos, and M.L. Winston|58587|Laboratory Evaluation of Miticides to Control Varroa jacobsoni (Acari:  Varroidae), a Honey Bee (Hymenoptera:  Apidae) Parasite|J. Econ. Entomol.93(2): 189-198|2000|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||3||4|Day(s)|Food|No substrate|Lab|'8-13|Active ingredient||9.20||7.95||10.8|mg/ml diet|||||||||||||||||Mortality|Mortality|LD50||9.20||7.95||10.8|||mg/ml diet|Not reported||1||NR||NR|Day(s)|Johnson,R.M., L. Dahlgren, B.D. Siegfried, and M.D. Ellis|167739|Acaricide, Fungicide and Drug Interactions in Honey Bees (Apis mellifera)|PLoS One8(1): 10 p.|2013|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||3||4|Day(s)|Topical, general|No substrate|Lab|'8-13|Active ingredient||19.8||16.3||22.4|ug/org|||||||||||||||||Mortality|Mortality|LD50||19.8||16.3||22.4|||ug/org|Not reported||1||NR||NR|Day(s)|Johnson,R.M., L. Dahlgren, B.D. Siegfried, and M.D. Ellis|167739|Acaricide, Fungicide and Drug Interactions in Honey Bees (Apis mellifera)|PLoS One8(1): 10 p.|2013|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||90||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult|<=|5||NR||NR|Days post-emergence|Multiple routes between application groups|No substrate|Lab|8|Active ingredient||NR|>|1000|<|2000|mg|||||||||||||||||Mortality|Mortality|LD50||NR|>|1000|<|2000|||mg|Not reported||1.7917||NR||NR|Day(s)|Lindberg,C.M., A.P. Melathopoulos, and M.L. Winston|58587|Laboratory Evaluation of Miticides to Control Varroa jacobsoni (Acari:  Varroidae), a Honey Bee (Hymenoptera:  Apidae) Parasite|J. Econ. Entomol.93(2): 189-198|2000|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Topical, general|Unknown media|Lab|7|Active ingredient||188||155||242|ug/g org|||||||||||||||||Mortality|Mortality|LD50||188||155||242|||ug/g org|Not reported||1||NR||NR|Day(s)|Dahlgren,L., R.M. Johnson, B.D. Siegfried, and M.D. Ellis|167821|Comparative Toxicity of Acaricides to Honey Bee (Hymenoptera: Apidae) Workers and Queens|J. Econ. Entomol.105(6): 1895-1902|2012|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||95||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||3||4|Day(s)|Topical, general|No substrate|Lab|>=7|Active ingredient||8050||7210||8990|ng/org|||||||||||||||||Mortality|Mortality|LD50||8050||7210||8990|||ng/org|Not reported||1||NR||NR|Day(s)|Johnson,R.M., W. Mao, H.S. Pollock, G. Niu, M.A. Schuler, and M.R. Berenbaum|157762|Ecologically Appropriate Xenobiotics Induce Cytochrome P450s in Apis mellifera|PLoS One7(2): 1-9|2012|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||98||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||3||4|Day(s)|Topical, general|No substrate|Lab|>=5|Active ingredient||9450||7480||12000|ng/org|||||||||||||||||Mortality|Mortality|LD50||9450||7480||12000|||ng/org|Not reported||1||NR||NR|Day(s)|Johnson,R.M., Z. Wen, M.A. Schuler, and M.R. Berenbaum|87400|Mediation of Pyrethroid Insecticide Toxicity to Honey Bees (Hymenopera:  Apidae) by Cytochrome P450 Monooxygenases|J. Econ. Entomol.99(4): 1046-1050|2006|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||2||5|Day(s)|Topical, general|Unknown media|Lab|7|Active ingredient||586||439||837|ug/g org|||||||||||||||||Mortality|Mortality|LD50||586||439||837|||ug/g org|Not reported||1||NR||NR|Day(s)|Dahlgren,L., R.M. Johnson, B.D. Siegfried, and M.D. Ellis|167821|Comparative Toxicity of Acaricides to Honey Bee (Hymenoptera: Apidae) Workers and Queens|J. Econ. Entomol.105(6): 1895-1902|2012|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||90||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult|<=|5||NR||NR|Days post-emergence|Multiple routes between application groups|No substrate|Lab|8|Active ingredient|~|1000||NR||NR|mg|||||||||||||||||Mortality|Mortality|LD50|~|1000||NR||NR|||mg|Not reported||2.7917||NR||NR|Day(s)|Lindberg,C.M., A.P. Melathopoulos, and M.L. Winston|58587|Laboratory Evaluation of Miticides to Control Varroa jacobsoni (Acari:  Varroidae), a Honey Bee (Hymenoptera:  Apidae) Parasite|J. Econ. Entomol.93(2): 189-198|2000|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||94||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Young||1||NR||NR|Days post-emergence|Topical, general|No substrate|Lab|2|Active ingredient||33/||NR/||NR/|ng/org|||||||||||||||||Behavior|Distance moved, change in direct movement|LOEL||33/||NR/||NR/|||ng/org|Not reported||.25||NR||NR|Day(s)|Charreton,M., A. Decourtye, M. Henry, G. Rodet, J.C. Sandoz, P. Charnet, and C. Collet|171881|A Locomotor Deficit Induced by Sublethal Doses of Pyrethroid and Neonicotinoid Insecticides in the Honeybee Apis mellifera|PLoS One10:14 p.|2015|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||94||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|New, newly or recent hatch||NR||NR||NR|Not reported|Topical, general|No substrate|Lab|3|Active ingredient||66||NR||NR|ng/org|||||||||||||||||Mortality|Survival|LOEL||66||NR||NR|||ng/org|Not reported||2||NR||NR|Day(s)|Charreton,M., A. Decourtye, M. Henry, G. Rodet, J.C. Sandoz, P. Charnet, and C. Collet|171881|A Locomotor Deficit Induced by Sublethal Doses of Pyrethroid and Neonicotinoid Insecticides in the Honeybee Apis mellifera|PLoS One10:14 p.|2015|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Technical grade, technical product, technical formulation|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Topical, general|No substrate|Lab|4|Active ingredient||0.3||NR||NR|ug/org|||||||||||||||||Behavior|Distance moved, change in direct movement|LOEL||0.3||NR||NR|||ug/org|Not reported||1||NR||NR|Day(s)|Teeters,B.S., R.M. Johnson, M.D. Ellis, and B.D. Siegfried|159382|Using Video-Tracking to Assess Sublethal Effects of Pesticides on Honey Bees (Apis mellifera L.)|Environ. Toxicol. Chem.31(6): 1349-1354|2012|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Food|No substrate|Lab|4|Formulation||60||NR||NR|ml/100 L diet|||||||||||||||||Intoxication|Immobile|LOEL||60||NR||NR|||ml/100 L diet|Not reported||1||NR||NR|Day(s)|Karahan,A., M.A. Kutlu, and I. Karaca|187237|Determination of the Effect of Some Pesticides on Honey Bees|Int. J. Agric. Environ. Food Sci.2(3): 104-108|2018|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||94.7||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||1||2|Day(s)|Topical, general|No substrate|Lab|2|Active ingredient||24.0/||NR/||NR/|ppm|||||||||||||||||Mortality|Mortality|LOEL||24.0/||NR/||NR/|||ppm|Not reported||22||NR||NR|Day(s)|Johnson,J.|159510|The Role of Pesticides on Honey Bee Health and Hive Maintenance with an Emphasis on the Neonicotinoid, Imidacloprid|Ph.D. Thesis, University of Maryland, Baltimore, MD:187 p.|2012|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Lab|5|Active ingredient||10.15/||NR/||NR/|AI ug/org|||||||||||||||||Behavior|Response time to a stimulus|LOEL||10.15/||NR/||NR/|||AI ug/org|Not reported||2.1667||NR||NR|Day(s)|De Mattos,I.M., A.E.E. Soares, and D.R. Tarpy|175451|Effects of Synthetic Acaricides on Honey Bee Grooming Behavior Against the Parasitic Varroa destructor Mite|Apidologie48(4): 483-494|2017|
102851069|N-[2-Chloro-4-(trifluoromethyl)phenyl]-D-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Lab|5|Active ingredient||10.15/||NR/||NR/|AI ug/org|||||||||||||||||Mortality|Survival|LOEL||10.15/||NR/||NR/|||AI ug/org|Not reported||3||NR||NR|Day(s)|De Mattos,I.M., A.E.E. Soares, and D.R. Tarpy|175451|Effects of Synthetic Acaricides on Honey Bee Grooming Behavior Against the Parasitic Varroa destructor Mite|Apidologie48(4): 483-494|2017|
