"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aleyrodidae|Whitefly Family|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|2|Formulation||0.003/||NR/||NR/|%|||||||||||||||||Population|Abundance|LOEL||0.003/||NR/||NR/|||%|Not reported||7||NR||NR|Day(s)|Banbote,B.G., R.B. Gawande, and S.U. Satpute|153358|Efficacy of Different Synthetic and Herbal Insecticides Against the Pests of Cotton|PKV Res. J.19(2): 104-106|1995|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aleyrodidae|Whitefly Family|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|2|Formulation||0.003/||NR/||NR/|%|||||||||||||||||Population|Abundance|LOEL||0.003/||NR/||NR/|||%|Not reported||7||NR||NR|Day(s)|Banbote,B.G., R.B. Gawande, and S.U. Satpute|153358|Efficacy of Different Synthetic and Herbal Insecticides Against the Pests of Cotton|PKV Res. J.19(2): 104-106|1995|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Altica sylvia|Blueberry Flea Beetle|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, unspecified|No substrate|Field natural|2|Formulation||6/||NR/||NR/|oz/acre|||||||||||||||||Population|Abundance|LOEL||6/||NR/||NR/|||oz/acre|Not reported||1||NR||NR|Day(s)|Collins,J.A., and H.Y.,Jr. Forsythe|159372|Flea Beetle and Sawfly Control, 1992|Insectic. Acaric. Tests18:67-|1993|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||93.2||NR||NR|Anas platyrhynchos|Mallard Duck|Birds; Standard Test Species|Not coded||14||NR||NR|Day(s)|Food|No substrate|Lab|NC|Active ingredient|>|5620||3318||9542|ppm|||||||||||||||||Mortality|Mortality|LC50|>|5620||3318||9542|||ppm|Not coded||8||NR||NR|Day(s)|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||93||NR||NR|Anas platyrhynchos|Mallard Duck|Birds; Standard Test Species|Not coded||NC||NC||NC|Not coded|Food|No substrate|Lab|NC|Active ingredient|>|900||NR||NR|ppm|||||||||||||||||Reproduction|Reproduction, general|LOEL|>|900||NR||NR|||ppm|Not coded||1||NR||NR|Generation|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||93||NR||NR|Anas platyrhynchos|Mallard Duck|Birds; Standard Test Species|Not coded||NC||NC||NC|Not coded|Food|No substrate|Lab|NC|Active ingredient||900||NR||NR|ppm|||||||||||||||||Reproduction|Reproduction, general|NOEL||900||NR||NR|||ppm|Not coded||1||NR||NR|Generation|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Anasa tristis|Squash Bug|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|2|Active ingredient||0.1/||NR/||NR/|AI lb/acre|||||||||||||||||Population|Abundance|NOEL||0.1/||NR/||NR/|||AI lb/acre|Not reported||9||NR||NR|Day(s)|McLeod,P.|88802|Insect Control in Zucchini, 1985|Insectic. Acaric. Tests11:202-|1986|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Anomis flava|Cotton Looper|Insects/Spiders|Larva||NR||NR||NR|Not reported|Food|No substrate|Lab|3|Active ingredient||50||NR||NR|AI g/ha|||||||||||||||||Mortality|Mortality|LOEL||50||NR||NR|||AI g/ha|Not reported||3||NR||NR|Day(s)|Dhawan,A.K., G.S. Simwat, and A.S. Sidhu|121405|Evaluation of Synthetic Pyrethroids for Control of Green Samilooper Anomis flava F. Infesting Cotton|Indian J. Plant Prot.13(1): 53-54|1985|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Anomis flava|Cotton Looper|Insects/Spiders|Larva||NR||NR||NR|Not reported|Multiple routes between application groups|No substrate|Lab|3|Active ingredient||50||NR||NR|AI g/ha|||||||||||||||||Mortality|Mortality|LOEL||50||NR||NR|||AI g/ha|Not reported||3||NR||NR|Day(s)|Dhawan,A.K., G.S. Simwat, and A.S. Sidhu|121405|Evaluation of Synthetic Pyrethroids for Control of Green Samilooper Anomis flava F. Infesting Cotton|Indian J. Plant Prot.13(1): 53-54|1985|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Anomis flava|Cotton Looper|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, hand|No substrate|Lab|3|Active ingredient||50||NR||NR|AI g/ha|||||||||||||||||Mortality|Mortality|LOEL||50||NR||NR|||AI g/ha|Not reported||3||NR||NR|Day(s)|Dhawan,A.K., G.S. Simwat, and A.S. Sidhu|121405|Evaluation of Synthetic Pyrethroids for Control of Green Samilooper Anomis flava F. Infesting Cotton|Indian J. Plant Prot.13(1): 53-54|1985|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aphelinus perpallidus|Parasitic Wasp|Insects/Spiders|Pupa||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Lab|2|Active ingredient||44||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|NR||44||NR||NR|||AI mg/L|Not reported||7||NR||NR|Day(s)|Mizell III,R.F., and D.E. Schiffhauer|93318|Effects of Pesticides on Pecan Aphid Predators Chrysoperla rufilabris (Neuroptera:  Chrysopidae), Hippodamia convergens, Cycloneda sanguinea (L.), Olla v-nigrum (Coleoptera:  Coccinellidae), and Aphelinus perpallidus (H|J. Econ. Entomol.83(5): 1806-1812|1990|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aphidius rhopalosiphi|Parasitic Wasp|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Lab|2|Active ingredient||36/||NR/||NR/|AI g/ha|||||||||||||||||Reproduction|Fertility|NOEL||36/||NR/||NR/|||AI g/ha|Not reported||NR||14||16|Day(s)|Jansen,J.P.|110131|Side Effects of Insecticides on Aphidius rhopalosiphi (Hym.:  Aphidiidae) in Laboratory|Entomophaga41(1): 37-43|1996|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aphidius rhopalosiphi|Parasitic Wasp|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Lab|2|Active ingredient||36/||NR/||NR/|AI g/ha|||||||||||||||||Mortality|Survival|NOEL||36/||NR/||NR/|||AI g/ha|Not reported||NR||2||4|Day(s)|Jansen,J.P.|110131|Side Effects of Insecticides on Aphidius rhopalosiphi (Hym.:  Aphidiidae) in Laboratory|Entomophaga41(1): 37-43|1996|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Aphidius rhopalosiphi|Parasitic Wasp|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Lab|2|Active ingredient||36/||NR/||NR/|AI g/ha|||||||||||||||||Development|Emergence|NOEL||36/||NR/||NR/|||AI g/ha|Not reported||NR||2||4|Day(s)|Jansen,J.P.|110131|Side Effects of Insecticides on Aphidius rhopalosiphi (Hym.:  Aphidiidae) in Laboratory|Entomophaga41(1): 37-43|1996|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||95.0||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Larva||NR||NR||NR|Not reported|Food|No substrate|Lab|6|Active ingredient||27.69||23.13||33.15|mg/L diet|||||||||||||||||Mortality|Mortality|LC50||27.69||23.13||33.15|||mg/L diet|Not reported||3||NR||NR|Day(s)|Dai,P., C.J. Jack, A.N. Mortensen, and J.D. Ellis|175349|Acute Toxicity of Five Pesticides to Apis mellifera Larvae Reared In Vitro|Pest Manag. Sci.9:5 p.|2017|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||95.0||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Larva||NR||NR||NR|Not reported|Food|No substrate|Lab|6|Active ingredient||0.83||0.70||0.99|ug/org|||||||||||||||||Mortality|Mortality|LD50||0.83||0.70||0.99|||ug/org|Not reported||3||NR||NR|Day(s)|Dai,P., C.J. Jack, A.N. Mortensen, and J.D. Ellis|175349|Acute Toxicity of Five Pesticides to Apis mellifera Larvae Reared In Vitro|Pest Manag. Sci.9:5 p.|2017|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||88.4||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Dermal|Not coded|Lab|NC|Active ingredient||0.2|||||ug/bee|||||||||||||||||Mortality|Mortality|LD50||0.2|||||||ug/bee|Not coded||2||NR||NR|Day(s)|U.S.Environmental Protection Agency|184644|Pesticide Ecotoxicity Database: Bee Studies|Contact: Nicholas Mastrota - Email: mastrota.nicholas@epa.gov:|2020|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||82.2||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Dermal|Not coded|Lab|NC|Formulation||0.78||0.61||1.01|AI ug/org|||||||||||||||||Mortality|Mortality|LD50||0.78||0.61||1.01|||AI ug/org|Not coded||2||NR||NR|Day(s)|U.S.Environmental Protection Agency|184644|Pesticide Ecotoxicity Database: Bee Studies|Contact: Nicholas Mastrota - Email: mastrota.nicholas@epa.gov:|2020|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||88||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Dermal|Not coded|Lab|NC|Active ingredient||1.78||1.32||2.39|AI ug/org|||||||||||||||||Mortality|Mortality|LD50||1.78||1.32||2.39|||AI ug/org|Not coded||2||NR||NR|Day(s)|U.S.Environmental Protection Agency|184644|Pesticide Ecotoxicity Database: Bee Studies|Contact: Nicholas Mastrota - Email: mastrota.nicholas@epa.gov:|2020|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not coded|Not coded||91||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Adult||NR||NR||NR|Not reported|Dermal|Not coded|Lab|NC|Active ingredient||1.16||0.86||1.57|AI ug/org|||||||||||||||||Mortality|Mortality|LD50||1.16||0.86||1.57|||AI ug/org|Not coded||2||NR||NR|Day(s)|U.S.Environmental Protection Agency|184644|Pesticide Ecotoxicity Database: Bee Studies|Contact: Nicholas Mastrota - Email: mastrota.nicholas@epa.gov:|2020|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Larva||1||NR||NR|Instar|Food|No substrate|Lab|5|Formulation||240||NR||NR|ng/org|||||||||||||||||Mortality|Mortality|LOEL||240||NR||NR|||ng/org|Not reported||12||NR||NR|Day(s)|Lopez,J.H., S. Krainer, A. Engert, W. Schuehly, U. Riessberger-Galle, and K. Crailsheim|183533|Sublethal Pesticide Doses Negatively Affect Survival and the Cellular Responses in American Foulbrood-Infected Honeybee Larvae|Sci. Rep.7:13|2017|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Larva||1||NR||NR|Instar|Food|No substrate|Lab|5|Formulation||480/||NR/||NR/|ng/org|||||||||||||||||Cell(s)|Oenocytoid|LOEL||480/||NR/||NR/|||ng/org|Not reported||7||NR||NR|Day(s)|Lopez,J.H., S. Krainer, A. Engert, W. Schuehly, U. Riessberger-Galle, and K. Crailsheim|183533|Sublethal Pesticide Doses Negatively Affect Survival and the Cellular Responses in American Foulbrood-Infected Honeybee Larvae|Sci. Rep.7:13|2017|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Direct application|Filter paper|Lab|2|Formulation||10.00||NR||NR|mg/eu|||||||||||||||||Behavior|Accuracy of learned task, performance|LOEL||10.00||NR||NR|||mg/eu|Not reported|~|1.1563||NR||NR|Day(s)|Taylor,K.S., G.D. Waller, and L.A. Crowder|92559|Impairment of a Classical Conditioned Response of the Honey Bee (Apis mellifera L.) by Sublethal Doses of Synthetic Pyrethroid Insecticides|Apidologie18(3): 243-252|1987|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Direct application|Filter paper|Lab|2|Formulation||10.00||NR||NR|mg/eu|||||||||||||||||Behavior|Accuracy of learned task, performance|LOEL||10.00||NR||NR|||mg/eu|Not reported|~|1.1458||NR||NR|Day(s)|Taylor,K.S., G.D. Waller, and L.A. Crowder|92559|Impairment of a Classical Conditioned Response of the Honey Bee (Apis mellifera L.) by Sublethal Doses of Synthetic Pyrethroid Insecticides|Apidologie18(3): 243-252|1987|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Larva||1||NR||NR|Instar|Food|No substrate|Lab|3|Formulation||480/||NR/||NR/|ng/org|||||||||||||||||Mortality|Mortality|LOEL||480/||NR/||NR/|||ng/org|Not reported||12||NR||NR|Day(s)|Lopez,J.H., S. Krainer, A. Engert, W. Schuehly, U. Riessberger-Galle, and K. Crailsheim|183533|Sublethal Pesticide Doses Negatively Affect Survival and the Cellular Responses in American Foulbrood-Infected Honeybee Larvae|Sci. Rep.7:13|2017|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||10||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Not reported||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Field artificial|3|Formulation||NR||1||8|no/eu|||||||||||||||||Growth|Weight|LOEL||NR||1||8|||no/eu|Whole organism||56||NR||NR|Day(s)|Haarmann,T., M. Spivak, D. Weaver, B. Weaver, and T. Glenn|66848|Effects of Fluvalinate and Coumaphos on Queen Honey Bees (Hymenoptera: Apidae) in Two Commercial Queen Rearing Operations|J. Econ. Entomol.95(1): 28-35|2002|
69409945|N-[2-Chloro-4-(trifluoromethyl)phenyl]-DL-valine cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Apis mellifera|Honey Bee|Insects/Spiders; Standard Test Species; U.S. Invasive Species|Larva||84||NR||NR|Hour(s)|Food|No substrate|Lab|3|Formulation||100/||NR/||NR/|ppm diet|||||||||||||||||Genetics|Prophenoloxidase mRNA|LOEL||100/||NR/||NR/|||ppm diet|Whole organism|>=|4||NR||NR|Day(s)|Gregorc,A., J.D. Evans, M. Scharf, and J.D. Ellis|157769|Gene Expression in Honey Bee (Apis mellifera) Larvae Exposed to Pesticides and Varroa mites (Varroa destructor)|J. Insect Physiol.58(8): 1042-1049|2012|
